Luminaire - Type,Luminaire - Code luminaire,Luminaire - Hauteur de feu,Luminaire - X,Luminaire - Y,Lampe - IRC,Lampe - Température Couleur,Lampe - Régime,Lampe - Régime (simplifié),Latitude,Longitude
CLASSIQUE,6850015A,3.8,913953.39,6458136.47,81,6500,GRE NOCTURNE,Fonctionnement standard,45.189312601286396,5.724912837020829
CLASSIQUE,6850015B,3.8,913953.96,6458131.67,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18926922990422,5.724917981987218
CLASSIQUE,6850015C,3.8,913949.67,6458134.43,81,6500,GRE NOCTURNE,Fonctionnement standard,45.189295399363196,5.724864600440375
CLASSIQUE,6850016A,3.8,913971.67,6458114.47,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18910894825314,5.7251358004014685
CLASSIQUE,6850016B,3.8,913973.19,6458109.9,81,6500,GRE NOCTURNE,Fonctionnement standard,45.189067351434204,5.725153135783501
CLASSIQUE,6850016C,3.8,913968.42,6458113.15,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18909807955073,5.725093861417238
CLASSIQUE,6850018A,3.8,913916.43,6458135.98,81,6500,GRE NOCTURNE,Fonctionnement standard,45.1893196729825,5.72444227232698
CLASSIQUE,6850018B,3.8,913918.79,6458131.75,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18928087495229,5.7244704473933545
CLASSIQUE,6850018C,3.8,913913.34,6458133.85,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18930146528184,5.724402013671912
CLASSIQUE,6850020A,3.8,913951,6458117.29,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18914074652658,5.72487399584324
CLASSIQUE,6850020B,3.8,913955.03,6458114.4,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18911348799111,5.724924011401687
CLASSIQUE,6850020C,3.8,913951.21,6458112.19,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18909478734113,5.724874427719329
CLASSIQUE,6850021A,3.8,913952.27,6458090.91,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18890296330391,5.724878568290446
CLASSIQUE,6850021B,3.8,913957.12,6458091.04,81,6500,GRE NOCTURNE,Fonctionnement standard,45.1889026264358,5.724940345578028
CLASSIQUE,6850021C,3.8,913956.15,6458086.81,81,6500,GRE NOCTURNE,Fonctionnement standard,45.188864862804465,5.724926143172933
CLASSIQUE,6850022A,3.8,913961.3,6458078.18,81,6500,GRE NOCTURNE,Fonctionnement standard,45.188785603114326,5.724987889533764
CLASSIQUE,6850022B,3.8,913965.35,6458079.05,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18879217384891,5.725039811183276
CLASSIQUE,6850022C,3.8,913965.45,6458074.56,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18875173811612,5.725039111087455
CLASSIQUE,6850026A,3.8,913889.05,6458085.27,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18887184695322,5.724071565281857
CLASSIQUE,6850026B,3.8,913893.37,6458085.28,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18887059527781,5.724126545158212
CLASSIQUE,6850026C,3.8,913891.75,6458080.9,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18883168359227,5.724104005663393
CLASSIQUE,6850027A,3.8,913907.9,6458081.43,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18883143705601,5.724309760067533
CLASSIQUE,6850027B,3.8,913912.53,6458081.87,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18883395846735,5.724368873768909
CLASSIQUE,6850027C,3.8,913911.2,6458077.65,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18879639656775,5.724350094876444
CLASSIQUE,6850028A,3.8,913908.25,6458062.5,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18866098078689,5.724305899462769
CLASSIQUE,6850028B,3.8,913912.52,6458062.41,81,6500,GRE NOCTURNE,Fonctionnement standard,45.188658844644735,5.724360198914606
CLASSIQUE,6850028C,3.8,913910.49,6458058.41,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18862347990245,5.7243326086943505
CLASSIQUE,6850029A,3.8,913932.88,6458075.45,81,6500,GRE NOCTURNE,Fonctionnement standard,45.188769865053665,5.72462502351007
CLASSIQUE,6850029B,3.8,913936.97,6458076.23,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18877561363831,5.72467741459742
CLASSIQUE,6850029C,3.8,913937.13,6458071.64,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18873425938389,5.724677434381624
CLASSIQUE,6850030A,3.8,913943.91,6458063.99,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18866331231969,5.724760354445767
CLASSIQUE,6850030B,3.8,913948.72,6458063.59,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18865821857249,5.724821389603213
CLASSIQUE,6850030C,3.8,913947.46,6458059.66,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18862324466055,5.724803628667261
CLASSIQUE,6850031A,3.8,913924.66,6458047.35,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18851955172197,5.724508074309451
CLASSIQUE,6850031B,3.8,913928.12,6458047.84,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18852288639743,5.724552320555349
CLASSIQUE,6850031C,3.8,913927.86,6458042.93,81,6500,GRE NOCTURNE,Fonctionnement standard,45.18847878298623,5.72454685506639
CLASSIQUE,68550001,6,912438.01,6457524.94,,,GRE NOCTURNE,Fonctionnement standard,45.184278620560434,5.705361356399312
CLASSIQUE,68550002,4.5,912437.96,6457538.58,90,3000,GRE NOCTURNE,Fonctionnement standard,45.18440138070559,5.705366669141679
CLASSIQUE,68550003,6,912425.25,6457525.03,,,GRE NOCTURNE,Fonctionnement standard,45.18428336596635,5.7051990263761025
CLASSIQUE,68550004,4.5,912426,6457538.7,90,3000,GRE NOCTURNE,Fonctionnement standard,45.18440614935198,5.7052145317605705
CLASSIQUE,68550005,6,912408,6457525,,,GRE NOCTURNE,Fonctionnement standard,45.18428841596082,5.704979509337995
CLASSIQUE,68550006,4.5,912408,6457538.83,90,3000,GRE NOCTURNE,Fonctionnement standard,45.184412870492324,5.704985540342283
CLASSIQUE,68550007,6,912390.64,6457525.2,,,GRE NOCTURNE,Fonctionnement standard,45.184295569186915,5.704758692814726
CLASSIQUE,68550008,4.5,912388.93,6457538.72,90,3000,GRE NOCTURNE,Fonctionnement standard,45.18441776138163,5.704742828576203
CLASSIQUE,68550009,6,912349.2,6457524.93,,,GRE NOCTURNE,Fonctionnement standard,45.18430591692412,5.704231256330761
CLASSIQUE,68550010,4.5,912348.89,6457539.75,90,3000,GRE NOCTURNE,Fonctionnement standard,45.18443937596724,5.704233772550503
CLASSIQUE,68550011,6,912331.46,6457524.59,,,GRE NOCTURNE,Fonctionnement standard,45.18430832641894,5.7040053687896695
CLASSIQUE,68550012,6,912331.74,6457539.83,90,3000,GRE NOCTURNE,Fonctionnement standard,45.184445383113506,5.704015575254616
CLASSIQUE,68550013,6,912313,6457530,83,3000,GRE NOCTURNE,Fonctionnement standard,45.184362700995294,5.703772825660275
CLASSIQUE,68550014,6,912312.82,6457534.18,83,3000,GRE NOCTURNE,Fonctionnement standard,45.18440037182571,5.7037723571847785
CLASSIQUE,68550015,6,912312.69,6457539.15,83,3000,GRE NOCTURNE,Fonctionnement standard,45.18444513636406,5.703772869304856
CLASSIQUE,68550016,6,912292,6457539,83,3000,GRE NOCTURNE,Fonctionnement standard,45.18445016398588,5.703509525499361
CLASSIQUE,68550017,6,912291.73,6457533.89,83,3000,GRE NOCTURNE,Fonctionnement standard,45.184404262891285,5.7035038626110826
CLASSIQUE,68550018,6,912291.8,6457529.02,83,3000,GRE NOCTURNE,Fonctionnement standard,45.184360416734215,5.7035026307977645
CLASSIQUE,68550019,6,912291.83,6457529.99,83,3000,GRE NOCTURNE,Fonctionnement standard,45.18436913640824,5.7035034353122676
CLASSIQUE,68600001,3,914599,6458627.39,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19352941522493,5.733345120770917
CLASSIQUE,68600002,6,914614.2,6458619.36,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.193452418102055,5.733535029107545
CLASSIQUE,68600003,6,914599.72,6458613.64,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19340545751355,5.733348224112037
CLASSIQUE,68600004,6,914580.5,6458606.29,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19334530557023,5.7331003761831605
CLASSIQUE,68600005,6,914567.45,6458601.52,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.1933064475522,5.732932189810797
CLASSIQUE,68600006,6,914549.77,6458594.04,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.193244645056964,5.732703884693206
CLASSIQUE,68600007,6,914540.43,6458590.11,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19321218963326,5.732583285235579
CLASSIQUE,68600008,6,914534.73,6458587.66,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19319191833465,5.732509663326801
CLASSIQUE,68600009,6,914512.86,6458588.54,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19320665006583,5.732231717067382
CLASSIQUE,68600010,8,914506.93,6458587.1,,2700,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19319553895846,5.732155613077395
CLASSIQUE,68600011,2,914544.04,6458589.97,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19320980514286,5.732629167112668
LED,68650001,9,914319.15,6455330.26,,,GRE NOCTURNE,Fonctionnement standard,45.16394643323646,5.728333051227318
LED,68650002,9,914288.17,6455328.32,,,GRE NOCTURNE,Fonctionnement standard,45.163938611327424,5.727938129446474
LED,68650003,9,914262.34,6455328.62,,,GRE NOCTURNE,Fonctionnement standard,45.16394934375478,5.727609700948816
LED,68650004,9,914233.35,6455334.59,,,GRE NOCTURNE,Fonctionnement standard,45.1640120806777,5.72724356877585
LED,68650005,9,914198.71,6455341.65,,,GRE NOCTURNE,Fonctionnement standard,45.164086381520846,5.7268060459626495
LED,68650006,9,914169.36,6455347.61,,,GRE NOCTURNE,Fonctionnement standard,45.164149137722625,5.72643532833697
LED,68650007,9,914139.96,6455353.63,,,GRE NOCTURNE,Fonctionnement standard,45.1642124481591,5.726064000228655
LED,68650008,9,914110.59,6455359.68,,,GRE NOCTURNE,Fonctionnement standard,45.16427601800143,5.7256930660623215
LED,68650009,5.5,914097.53,6455363.71,70,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.16431634127778,5.725528710422957
LED,68650010,5.5,914096.55,6455379.38,70,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.16445765636494,5.725523127416431
LED,68650012,5.5,914194.8,6455392.5,,,GRE NOCTURNE,Fonctionnement standard,45.164545183733615,5.726778655427105
LED,68650013,5.5,914195.94,6455375.39,,,GRE NOCTURNE,Fonctionnement standard,45.16439086063343,5.726785637710439
LED,68650014,5.5,914197,6455358.21,,,GRE NOCTURNE,Fonctionnement standard,45.16423593249554,5.726791571580205
LED,68650015,5.5,914168.92,6455392.45,,,GRE NOCTURNE,Fonctionnement standard,45.164552778727675,5.726449433343002
LED,68650016,5.5,914170.06,6455375.15,,,GRE NOCTURNE,Fonctionnement standard,45.16439674588412,5.726456333053692
LED,68650017,5.5,914158.59,6455362.22,,,GRE NOCTURNE,Fonctionnement standard,45.1642839571643,5.726304751215087
LED,6865009A,5.5,914099.33,6455366.16,70,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.16433782892045,5.725552682925812
LED,6865010A,5.5,914099.55,6455379.99,70,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.164462213409536,5.725561556063749
CLASSIQUE,68700005,9,912957.29,6459019.67,,,GRE NOCTURNE,Fonctionnement standard,45.197569136098195,5.712622766138075
CLASSIQUE,68700006,9,912941.28,6459010.16,,,GRE NOCTURNE,Fonctionnement standard,45.19748850787475,5.712414833686145
CLASSIQUE,68700007,8,912912.74,6459016.28,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1975524061207,5.712054257619871
CLASSIQUE,68700010,8,912946,6459030,,,GRE NOCTURNE,Fonctionnement standard,45.19766558600287,5.7124835869460036
CLASSIQUE,68700011,8,912974,6459033,,,GRE NOCTURNE,Fonctionnement standard,45.19768392314689,5.712841279766014
CLASSIQUE,68700012,8,913001,6459037,,,GRE NOCTURNE,Fonctionnement standard,45.19771156734954,5.713186682448841
CLASSIQUE,68700013,8,913032,6459041,,,GRE NOCTURNE,Fonctionnement standard,45.19773797300599,5.713582997019267
CLASSIQUE,68700014,8,913057,6459042,,,GRE NOCTURNE,Fonctionnement standard,45.19773923711527,5.713901631751231
CLASSIQUE,6870010A,3.5,912945,6459029,,,GRE NOCTURNE,Fonctionnement standard,45.19765689637036,5.712470421677972
CLASSIQUE,6870011A,3.5,912974,6459034,,,GRE NOCTURNE,Fonctionnement standard,45.19769292202441,5.712841717218273
CLASSIQUE,6870012A,3.5,913001,6459038,,,GRE NOCTURNE,Fonctionnement standard,45.19772056622576,5.713187119956992
CLASSIQUE,6870013A,3.5,913032,6459042,,,GRE NOCTURNE,Fonctionnement standard,45.1977469718807,5.713583434591506
CLASSIQUE,6870014A,3.5,913057,6459043,,,GRE NOCTURNE,Fonctionnement standard,45.19774823598874,5.71390206937484
CLASSIQUE,68800001,6,915442.66,6457829.34,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.186084550338634,5.743729122330884
CLASSIQUE,68800002,6,915455.18,6457806.8,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18587780246451,5.743878469231399
CLASSIQUE,68800003,10,915466.73,6457784.2,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18567081793166,5.744015445265983
CLASSIQUE,68800004,10,915479.98,6457756.43,25,2000,GRE NOCTURNE,Fonctionnement standard,45.185416777952334,5.744171765409527
CLASSIQUE,68800005,6,915503.1,6457700.13,25,2000,GRE NOCTURNE,Fonctionnement standard,45.184902915918364,5.744441055381779
CLASSIQUE,68800006,10,915522.93,6457664.54,25,2000,GRE NOCTURNE,Fonctionnement standard,45.184576446397614,5.7446776399615604
CLASSIQUE,68800007,10,915527.54,6457636.34,25,2000,GRE NOCTURNE,Fonctionnement standard,45.184321239788495,5.744723822742944
CLASSIQUE,68800008,10,915533.53,6457605.51,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18404193469116,5.744786401287014
CLASSIQUE,68800009,10,915548.04,6457584.36,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18384707096053,5.7449616757521715
CLASSIQUE,68800010,10,915577.87,6457591.19,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18389919636155,5.745344271701963
CLASSIQUE,68800011,10,915608.52,6457598.18,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1839525035585,5.745737373332267
CLASSIQUE,68800012,10,915637.67,6457604.77,25,2000,GRE NOCTURNE,Fonctionnement standard,45.184002679503934,5.746111211768206
CLASSIQUE,68800013,8,915519.86,6457570.06,25,2000,GRE NOCTURNE,Fonctionnement standard,45.183727207483905,5.7445967708183945
CLASSIQUE,68800014,8,915491.48,6457564.67,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18368758403684,5.744233264341994
CLASSIQUE,68800015,6,915486.64,6457756.47,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18541505423791,5.744256530985484
CLASSIQUE,68800016,6,915495.17,6457738.88,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18525409779163,5.744357292001337
CLASSIQUE,68800017,6,915502.92,6457722.99,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18510868315138,5.744448879227568
CLASSIQUE,68800018,4,915526.39,6457730.53,90,2800,GRE NOCTURNE,Fonctionnement standard,45.185169189643105,5.7447508674965695
CLASSIQUE,68800019,4,915514.21,6457756.25,90,2800,GRE NOCTURNE,Fonctionnement standard,45.18540444821711,5.744607259256064
CLASSIQUE,68800020,4,915531.64,6457748.68,87,2900,GRE NOCTURNE,Fonctionnement standard,45.185330873662345,5.744825704473407
CLASSIQUE,68800021,4,915541.94,6457731.91,90,2800,GRE NOCTURNE,Fonctionnement standard,45.18517674174839,5.744949349548633
CLASSIQUE,68800022,4,915553.16,6457723.89,90,2800,GRE NOCTURNE,Fonctionnement standard,45.185101060624085,5.745088573078419
CLASSIQUE,68800023,4,915561.59,6457713.89,90,2800,GRE NOCTURNE,Fonctionnement standard,45.1850084350553,5.745191417723095
CLASSIQUE,68800024,4,915533.27,6457716.08,90,2800,GRE NOCTURNE,Fonctionnement standard,45.18503700510041,5.744832020182478
CLASSIQUE,6880015A,6,915489.97,6457757.95,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18542733050093,5.7442995597129425
CLASSIQUE,6880016A,6,915498.03,6457739.85,25,1900,GRE NOCTURNE,Fonctionnement standard,45.185261931719076,5.744394114292947
CLASSIQUE,6880017A,6,915505.56,6457724.31,25,1900,GRE NOCTURNE,Fonctionnement standard,45.185119735439535,5.744483056830479
CLASSIQUE,68900001,8,912882.38,6456936.86,25,2000,GRE NOCTURNE,Fonctionnement standard,45.178849373059805,5.7107588930926765
CLASSIQUE,68900002,8,912863.93,6456948.8,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17896252102709,5.710529359676097
CLASSIQUE,68900003,8,912839.7,6456954.07,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179017432172394,5.710223368604022
CLASSIQUE,68900004,8,912813.19,6456958.45,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17906503791176,5.7098879782233265
CLASSIQUE,68900005,8,912780.68,6456965.6,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1791394229128,5.709477455125219
CLASSIQUE,68900006,8,912754.37,6456971.49,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17920055291044,5.70914526754735
CLASSIQUE,68900007,8,912724.14,6456978.28,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17927099148423,5.708763595316663
CLASSIQUE,68900008,8,912692.57,6456986.97,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17935894034668,5.70836570185131
CLASSIQUE,68900009,8,912667.37,6456981.67,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17931902710132,5.708042750267552
CLASSIQUE,6900001,8,913576.31,6457737.22,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18583686043126,5.719939059917647
CLASSIQUE,6900002,8,913558.96,6457752.2,25,1900,GRE NOCTURNE,Fonctionnement standard,45.18597704280596,5.719724847010942
CLASSIQUE,6900003,8,913522.78,6457781.99,62,2715,GRE NOCTURNE,Fonctionnement standard,45.1862563353668,5.719277510091167
CLASSIQUE,6900004,8,913506.9,6457795.92,62,2715,GRE NOCTURNE,Fonctionnement standard,45.18638661201756,5.7190815397741614
CLASSIQUE,6900005,8,913492.62,6457807.7,25,1900,GRE NOCTURNE,Fonctionnement standard,45.18649704487737,5.7189049865858275
LED,69100001,,913383.58,6457523.71,,3000,CREM NOCTURNE,Fonctionnement standard,45.18397525725974,5.7173930040982075
LED,69100002,,913372.57,6457552.81,,3000,CREM NOCTURNE,Fonctionnement standard,45.18424053417227,5.717265652315775
LED,69100003,,913356.53,6457596.56,,3000,CREM NOCTURNE,Fonctionnement standard,45.18463920204122,5.717080710495159
LED,69100004,,913335.69,6457654.31,,3000,CREM NOCTURNE,Fonctionnement standard,45.18516534013148,5.716840818129215
LED,69100006,8,913327.35,6457676.77,,3000,CREM NOCTURNE,Fonctionnement standard,45.185370037223564,5.716744528706595
LED,69100007,8,913306.6,6457701.47,,3000,CREM NOCTURNE,Fonctionnement standard,45.18559873516634,5.716491301115282
LED,69100010,8,913317.39,6457704.32,,3000,CREM NOCTURNE,Fonctionnement standard,45.185621040075794,5.716629853177668
LED,69100011,8,913300.13,6457751.35,,3000,CREM NOCTURNE,Fonctionnement standard,45.18604960104096,5.716430813943199
LED,69100012,7,913290.62,6457777.2,,3000,CREM NOCTURNE,Fonctionnement standard,45.18628516622188,5.716321117506792
LED,69100014,9.7,913265.71,6457840.98,,3000,CREM NOCTURNE,Fonctionnement standard,45.18686682618907,5.716032059031756
LED,69100015,9.7,913257.93,6457864.92,,3000,CREM NOCTURNE,Fonctionnement standard,45.18708466755257,5.71594353800373
LED,69100016,8,913250.92,6457883.81,,3000,CREM NOCTURNE,Fonctionnement standard,45.18725682627396,5.71586260373426
LED,69100017,8,913238.53,6457918.04,,3000,CREM NOCTURNE,Fonctionnement standard,45.187568692986034,5.715719922045085
LED,69100018,8,913230.58,6457939.56,,3000,CREM NOCTURNE,Fonctionnement standard,45.187764809559965,5.715628175799976
LED,69100019,8,913223.95,6457958.17,,3000,CREM NOCTURNE,Fonctionnement standard,45.18793433075527,5.715551952728421
LED,69100020,8,913349.83,6457614.78,,3000,CREM NOCTURNE,Fonctionnement standard,45.18480523624677,5.717003434526661
LED,6910012A,7,913285.41,6457792.56,,3000,CREM NOCTURNE,Fonctionnement standard,45.186425001858865,5.716261545258712
CLASSIQUE,69110001,4,913298.17,6457802.95,85,3000,GRE NOCTURNE,Fonctionnement standard,45.18651454822151,5.716428470198755
CLASSIQUE,69110002,4,913302.99,6457804.76,85,3000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18652934337217,5.716490598895901
CLASSIQUE,69110003,4,913300.85,6457794.67,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.186439207828556,5.716458947827754
CLASSIQUE,69110004,4,913305.14,6457796.34,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18645290726857,5.716514270727453
CLASSIQUE,69110005,4,913301.29,6457793.62,85,3000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18642962277784,5.7164640871121
CLASSIQUE,69110006,4,913305.58,6457795.22,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18644269229644,5.71651937934658
CLASSIQUE,69110007,4,913304.38,6457785.5,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18635559521253,5.716499852081993
CLASSIQUE,69110008,4,913308.59,6457787.12,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18636886946685,5.71655413498853
CLASSIQUE,69110009,4,913304.8,6457784.23,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18634403660931,5.716504640496335
CLASSIQUE,69110010,4,913308.96,6457785.85,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18635732634679,5.716558287128995
CLASSIQUE,69110011,4,913311.24,6457766.39,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18618150277622,5.716578777942968
CLASSIQUE,69110012,4,913315.55,6457768.07,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18619528595009,5.716634359501242
CLASSIQUE,69110013,4,913311.76,6457765.18,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18617045312908,5.716584865127228
CLASSIQUE,69110014,4,913316.17,6457766.7,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.186182765513536,5.71664164912364
CLASSIQUE,69110015,4,913333.85,6457738.25,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18592127247913,5.716854169912756
CLASSIQUE,69110016,4,913334.26,6457740.39,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18594040299759,5.716860324570835
CLASSIQUE,69110017,4,913333.22,6457740.12,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18593829544539,5.716846972123211
CLASSIQUE,69110018,4,913319.79,6457758.96,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.1861119933003,5.716684324498381
CLASSIQUE,69110019,4,913314.49,6457757.01,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18609608708574,5.716616026794847
CLASSIQUE,69110020,4,913335.1,6457739.53,85,4000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.185932403810334,5.716870637032813
CLASSIQUE,69110021,4,913321.26,6457747.6,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.18600931119054,5.71669805508238
CLASSIQUE,69110022,4,913326.1,6457735.65,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.18590027597443,5.716754411030215
CLASSIQUE,69110023,4,913326.82,6457729.62,,3000,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.185845789970124,5.716760932063777
LED,69110024,4,913333.96,6457709.27,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18566045208232,5.716842876299499
LED,69110025,4,913336.11,6457703.76,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18561020253612,5.716867821878801
LED,69110026,4,913337.72,6457699.89,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18557487834237,5.7168866141985015
LED,69110027,4,913339.51,6457694.76,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.185528159855764,5.716907145114657
LED,69110028,4,913340.88,6457691.57,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18549902920586,5.716923181213367
LED,69110029,4,913342.68,6457686.04,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.185448708081005,5.716943664114722
LED,69110030,4,913344.26,6457682.53,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18541663274972,5.716962232267609
LED,69110031,4,913346.04,6457677.5,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.185370817232105,5.716982679614147
LED,69110032,4,913347.38,6457673.43,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18533377688909,5.716997948414701
LED,69110033,4,913349.34,6457667.52,,,GRE NOCTURNE PROLONGE 2H (1H Avant +1H Aprés),Fonctionnement standard,45.18527998663247,5.717020300741748
